id,file,line_span,language,exact_comment_text,required_change_type
513,"apps/api/src/modules/community/community.service.ts",1057,ts,"// For now, return a mix of popular and recent content",remove_dead_code
514,"apps/api/src/modules/community/community.service.ts",1058,ts,"// In a full implementation, this would use ML recommendations",remove_dead_code
515,"apps/api/src/modules/community/community.service.ts",1112,ts,"// Get most used tags in recent content",remove_dead_code
516,"apps/api/src/modules/community/community.service.ts",1150,ts,"// Determine reputation level",remove_dead_code
517,"apps/api/src/modules/community/community.service.ts",1169,ts,"// Get recent activity from various sources",remove_dead_code
518,"apps/api/src/modules/community/community.service.ts",1304,ts,"// Auto-hide content that has been reported multiple times",remove_dead_code
519,"apps/api/src/modules/community/community.service.ts",1409,ts,"// From likes",remove_dead_code
520,"apps/api/src/modules/community/community.service.ts",1417,ts,"// From comments",remove_dead_code
521,"apps/api/src/modules/community/community.service.ts",1425,ts,"// From follows",remove_dead_code
522,"apps/api/src/modules/community/community.service.ts",1446,ts,"// Category match",remove_dead_code
523,"apps/api/src/modules/community/community.service.ts",1451,ts,"// Tag matches",remove_dead_code
524,"apps/api/src/modules/community/community.service.ts",1457,ts,"// Popularity bonus",remove_dead_code
525,"apps/api/src/modules/custom-models/custom-model.controller.ts",200,ts,"// Get fine-tuning jobs for the tenant",remove_dead_code
526,"apps/api/src/modules/custom-models/custom-model.controller.ts",274,ts,"// Cancel fine-tuning job",remove_dead_code
527,"apps/api/src/modules/custom-models/custom-model.controller.ts",580,ts,"// Private helper methods",remove_dead_code
528,"apps/api/src/modules/custom-models/custom-model.controller.ts",583,ts,"// Estimate training duration based on job parameters",remove_dead_code
529,"apps/api/src/modules/custom-models/custom-model.service.ts",98,ts,"// Validate model configuration",remove_dead_code
530,"apps/api/src/modules/custom-models/custom-model.service.ts",101,ts,"// Test model endpoint",test
531,"apps/api/src/modules/custom-models/custom-model.service.ts",107,ts,"// Encrypt sensitive credentials",remove_dead_code
532,"apps/api/src/modules/custom-models/custom-model.service.ts",110,ts,"// Create model record",remove_dead_code
533,"apps/api/src/modules/custom-models/custom-model.service.ts",134,ts,"// Initialize monitoring",remove_dead_code
534,"apps/api/src/modules/custom-models/custom-model.service.ts",137,ts,"// Register in model registry",remove_dead_code
535,"apps/api/src/modules/custom-models/custom-model.service.ts",151,ts,"// Validate deployment configuration",remove_dead_code
536,"apps/api/src/modules/custom-models/custom-model.service.ts",154,ts,"// Create deployment record",remove_dead_code
537,"apps/api/src/modules/custom-models/custom-model.service.ts",170,ts,"// Deploy to infrastructure",remove_dead_code
538,"apps/api/src/modules/custom-models/custom-model.service.ts",173,ts,"// Update deployment status",remove_dead_code
539,"apps/api/src/modules/custom-models/custom-model.service.ts",184,ts,"// Setup monitoring and alerting",remove_dead_code
540,"apps/api/src/modules/custom-models/custom-model.service.ts",208,ts,"// Validate training dataset",remove_dead_code
541,"apps/api/src/modules/custom-models/custom-model.service.ts",211,ts,"// Estimate cost",remove_dead_code
542,"apps/api/src/modules/custom-models/custom-model.service.ts",218,ts,"// Create fine-tuning job",remove_dead_code
543,"apps/api/src/modules/custom-models/custom-model.service.ts",234,ts,"// Store job record",remove_dead_code
544,"apps/api/src/modules/custom-models/custom-model.service.ts",244,ts,"// Start training process",remove_dead_code
545,"apps/api/src/modules/custom-models/custom-model.service.ts",266,ts,"// Aggregate metrics",remove_dead_code
546,"apps/api/src/modules/custom-models/custom-model.service.ts",292,ts,"// Validate updates",remove_dead_code
547,"apps/api/src/modules/custom-models/custom-model.service.ts",299,ts,"// Encrypt credentials if provided",remove_dead_code
548,"apps/api/src/modules/custom-models/custom-model.service.ts",308,ts,"// Update model",remove_dead_code
549,"apps/api/src/modules/custom-models/custom-model.service.ts",323,ts,"// Update model registry",remove_dead_code
550,"apps/api/src/modules/custom-models/custom-model.service.ts",330,ts,"// Check if model is in use",remove_dead_code
551,"apps/api/src/modules/custom-models/custom-model.service.ts",336,ts,"// Soft delete model",remove_dead_code
552,"apps/api/src/modules/custom-models/custom-model.service.ts",345,ts,"// Remove from model registry",remove_dead_code
553,"apps/api/src/modules/custom-models/custom-model.service.ts",377,ts,"// Filter by capability if specified",remove_dead_code
554,"apps/api/src/modules/custom-models/custom-model.service.ts",412,ts,"// Decrypt credentials",remove_dead_code
555,"apps/api/src/modules/custom-models/custom-model.service.ts",415,ts,"// Test endpoint",test
556,"apps/api/src/modules/custom-models/custom-model.service.ts",419,ts,"// Update health status",remove_dead_code
557,"apps/api/src/modules/custom-models/custom-model.service.ts",456,ts,"// Private helper methods",remove_dead_code
558,"apps/api/src/modules/custom-models/custom-model.service.ts",459,ts,"// Validate required fields",remove_dead_code
559,"apps/api/src/modules/custom-models/custom-model.service.ts",464,ts,"// Validate endpoint URL",remove_dead_code
560,"apps/api/src/modules/custom-models/custom-model.service.ts",471,ts,"// Validate capabilities",remove_dead_code
561,"apps/api/src/modules/custom-models/custom-model.service.ts",479,ts,"// Validate parameters",remove_dead_code
562,"apps/api/src/modules/custom-models/custom-model.service.ts",566,ts,"// Validate infrastructure settings",remove_dead_code
563,"apps/api/src/modules/custom-models/custom-model.service.ts",572,ts,"// Validate scaling configuration",remove_dead_code
564,"apps/api/src/modules/custom-models/custom-model.service.ts",614,ts,"// Configure AWS SDK",remove_dead_code
565,"apps/api/src/modules/custom-models/custom-model.service.ts",628,ts,"// Create SageMaker execution role if not exists",remove_dead_code
566,"apps/api/src/modules/custom-models/custom-model.service.ts",653,ts,"// Attach necessary policies",remove_dead_code
567,"apps/api/src/modules/custom-models/custom-model.service.ts",659,ts,"// Wait for role propagation",remove_dead_code
568,"apps/api/src/modules/custom-models/custom-model.service.ts",666,ts,"// Create SageMaker model",remove_dead_code
569,"apps/api/src/modules/custom-models/custom-model.service.ts",684,ts,"// Create endpoint configuration",remove_dead_code
570,"apps/api/src/modules/custom-models/custom-model.service.ts",699,ts,"// Create endpoint",remove_dead_code
571,"apps/api/src/modules/custom-models/custom-model.service.ts",708,ts,"// Wait for endpoint to be in service",remove_dead_code
572,"apps/api/src/modules/custom-models/custom-model.service.ts",752,ts,"// Google Cloud AI Platform deployment",remove_dead_code
573,"apps/api/src/modules/custom-models/custom-model.service.ts",763,ts,"// ISSUE: Simplified implementation comment - not using real GCP AI Platform",bugfix
574,"apps/api/src/modules/custom-models/custom-model.service.ts",764,ts,"// FIX: Integrate actual @google-cloud/aiplatform SDK for production deployment",bugfix
575,"apps/api/src/modules/custom-models/custom-model.service.ts",768,ts,"// Simulate GCP deployment process",remove_dead_code
576,"apps/api/src/modules/custom-models/custom-model.service.ts",793,ts,"// Azure Machine Learning deployment",remove_dead_code
577,"apps/api/src/modules/custom-models/custom-model.service.ts",805,ts,"// Note: In production, you would use @azure/arm-machinelearning",remove_dead_code
578,"apps/api/src/modules/custom-models/custom-model.service.ts",806,ts,"// This is a simplified implementation",remove_dead_code
579,"apps/api/src/modules/custom-models/custom-model.service.ts",810,ts,"// Simulate Azure deployment process",remove_dead_code
580,"apps/api/src/modules/custom-models/custom-model.service.ts",837,ts,"// On-premise deployment using Docker/Kubernetes",remove_dead_code
581,"apps/api/src/modules/custom-models/custom-model.service.ts",844,ts,"// Note: In production, you would use @kubernetes/client-node",remove_dead_code
582,"apps/api/src/modules/custom-models/custom-model.service.ts",845,ts,"// This is a simplified implementation",remove_dead_code
583,"apps/api/src/modules/custom-models/custom-model.service.ts",849,ts,"// Simulate Kubernetes deployment",remove_dead_code
584,"apps/api/src/modules/custom-models/custom-model.service.ts",878,ts,"// Return appropriate container image based on model and infrastructure",remove_dead_code
585,"apps/api/src/modules/custom-models/custom-model.service.ts",892,ts,"// Validate that dataset exists and is properly formatted",remove_dead_code
586,"apps/api/src/modules/custom-models/custom-model.service.ts",901,ts,"// Cost estimation based on model size and training parameters",remove_dead_code
587,"apps/api/src/modules/custom-models/custom-model.service.ts",910,ts,"// Cost multipliers based on model size",remove_dead_code
588,"apps/api/src/modules/custom-models/custom-model.service.ts",927,ts,"// Update job status to training",remove_dead_code
589,"apps/api/src/modules/custom-models/custom-model.service.ts",937,ts,"// Get the model provider based on baseModel",remove_dead_code
590,"apps/api/src/modules/custom-models/custom-model.service.ts",944,ts,"// Start fine-tuning with the actual provider",remove_dead_code
591,"apps/api/src/modules/custom-models/custom-model.service.ts",952,ts,"// Poll for job completion",remove_dead_code
592,"apps/api/src/modules/custom-models/custom-model.service.ts",965,ts,"// Update progress in database",remove_dead_code
593,"apps/api/src/modules/custom-models/custom-model.service.ts",981,ts,"// Continue polling, temporary network issues shouldn't fail the job",remove_dead_code
594,"apps/api/src/modules/custom-models/custom-model.service.ts",985,ts,"// Handle completion",remove_dead_code
595,"apps/api/src/modules/custom-models/custom-model.service.ts",1001,ts,"// Update the custom model with the new fine-tuned model ID",remove_dead_code
596,"apps/api/src/modules/custom-models/custom-model.service.ts",1042,ts,"// Factory method to get the appropriate provider based on model",remove_dead_code
597,"apps/api/src/modules/custom-models/custom-model.service.ts",1083,ts,"// Group metrics by time intervals",remove_dead_code
598,"apps/api/src/modules/custom-models/custom-model.service.ts",1135,ts,"// Setup monitoring for the model",remove_dead_code
599,"apps/api/src/modules/custom-models/custom-model.service.ts",1140,ts,"// Register model in internal registry for load balancing and routing",remove_dead_code
600,"apps/api/src/modules/custom-models/custom-model.service.ts",1145,ts,"// Update model information in registry",remove_dead_code
601,"apps/api/src/modules/custom-models/custom-model.service.ts",1150,ts,"// Remove model from registry",remove_dead_code
602,"apps/api/src/modules/custom-models/custom-model.service.ts",1155,ts,"// Check if model is currently being used",remove_dead_code
603,"apps/api/src/modules/custom-models/custom-model.service.ts",1176,ts,"// Setup monitoring and alerting for deployment",remove_dead_code
604,"apps/api/src/modules/custom-models/custom-model.service.ts",1181,ts,"// Perform actual health check against model endpoint",remove_dead_code
605,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",43,ts,"// ISSUE: Anthropic doesn't currently support public fine-tuning API",bugfix
606,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",44,ts,"// ISSUE: This is a placeholder implementation calling non-existent endpoint",bugfix
607,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",45,ts,"// FIX: Either disable this provider or implement mock/simulation mode",bugfix
608,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",66,ts,"// For now, simulate a fine-tuning job since Anthropic doesn't have public API",remove_dead_code
609,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",69,ts,"// In a real implementation, you would integrate with Anthropic's enterprise fine-tuning",remove_dead_code
610,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",70,ts,"// or use their model evaluation/customization services",remove_dead_code
611,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",79,ts,"// Since Anthropic doesn't have public fine-tuning API yet,",remove_dead_code
612,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",80,ts,"// simulate the fine-tuning process",remove_dead_code
613,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",104,ts,"// Fallback to simulation",remove_dead_code
614,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",110,ts,"// Extract timestamp from job ID to simulate progress",remove_dead_code
615,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",115,ts,"// Simulate a 10-minute training process",remove_dead_code
616,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",162,ts,"// Estimate progress based on time elapsed",remove_dead_code
617,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",178,ts,"// ISSUE: Placeholder pricing with hardcoded rate - not real Anthropic pricing",bugfix
618,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",179,ts,"// ISSUE: Hardcoded default token count (100000)",bugfix
619,"apps/api/src/modules/custom-models/providers/anthropic-finetuning.provider.ts",180,ts,"// FIX: Use actual Anthropic pricing API or configuration-based rates",bugfix
620,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",43,ts,"// Google AI Studio / Vertex AI fine-tuning",remove_dead_code
621,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",68,ts,"// Extract operation ID from response",remove_dead_code
622,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",74,ts,"// Google AI API might not be available or configured",remove_dead_code
623,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",75,ts,"// Simulate a fine-tuning job",remove_dead_code
624,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",86,ts,"// Since we might be using simulation, check job ID format",remove_dead_code
625,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",91,ts,"// Check operation status",remove_dead_code
626,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",110,ts,"// Fallback to simulation",remove_dead_code
627,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",116,ts,"// Extract timestamp from job ID to simulate progress",remove_dead_code
628,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",121,ts,"// Simulate a 15-minute training process",remove_dead_code
629,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",166,ts,"// Estimate progress based on metadata if available",remove_dead_code
630,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",171,ts,"// Estimate based on time if creation time is available",remove_dead_code
631,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",177,ts,"// Assume 15 minute average training time",remove_dead_code
632,"apps/api/src/modules/custom-models/providers/google-finetuning.provider.ts",186,ts,"// Google AI pricing estimation",remove_dead_code
633,"apps/api/src/modules/custom-models/providers/openai-finetuning.provider.ts",109,ts,"// Estimate progress based on trained tokens if available",remove_dead_code
634,"apps/api/src/modules/custom-models/providers/openai-finetuning.provider.ts",132,ts,"// Parse the result file content for metrics",remove_dead_code
635,"apps/api/src/modules/custom-models/providers/openai-finetuning.provider.ts",133,ts,"// This is a simplified implementation",remove_dead_code
636,"apps/api/src/modules/custom-models/providers/openai-finetuning.provider.ts",145,ts,"// OpenAI charges based on tokens processed",remove_dead_code
637,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",26,ts,"// Get existing DNA analysis from database",remove_dead_code
638,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",55,ts,"// Implementation would search for similar prompts by DNA fingerprint",remove_dead_code
639,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",65,ts,"// Implementation would return DNA population statistics",remove_dead_code
640,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",79,ts,"// Implementation for genetic breeding suggestions",remove_dead_code
641,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",97,ts,"// Implementation for prompt breeding/crossover",remove_dead_code
642,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",109,ts,"// Implementation would trace the lineage of a prompt family",remove_dead_code
643,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",152,ts,"// Implementation for mutation prediction",remove_dead_code
644,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",170,ts,"// Simple diversity calculation based on unique fingerprints",remove_dead_code
645,"apps/api/src/modules/dna-analysis/dna-analysis.controller.ts",176,ts,"// Implementation would identify traits common across the population",remove_dead_code
646,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",175,ts,"// Perform comprehensive analysis",remove_dead_code
647,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",198,ts,"// Calculate DNA fingerprint",remove_dead_code
648,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",213,ts,"// Find genetic relationships",remove_dead_code
649,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",219,ts,"// Generate mutations and improvements",remove_dead_code
650,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",227,ts,"// Identify strengths and weaknesses",remove_dead_code
651,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",242,ts,"// Calculate generation and evolution score",remove_dead_code
652,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",278,ts,"// Store DNA analysis",remove_dead_code
653,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",288,ts,"// Analyze style markers",remove_dead_code
654,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",296,ts,"// Determine primary style",remove_dead_code
655,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",323,ts,"// Calculate vocabulary diversity (unique words / total words)",remove_dead_code
656,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",327,ts,"// Calculate structural complexity",remove_dead_code
657,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",338,ts,"// Determine complexity level",remove_dead_code
658,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",353,ts,"// Calculate complexity score",remove_dead_code
659,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",369,ts,"// Analyze structure markers",remove_dead_code
660,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",377,ts,"// Determine primary pattern",remove_dead_code
661,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",383,ts,"// Calculate coherence and logical flow",remove_dead_code
662,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",421,ts,"// ISSUE: Model 'promptDNAAnalysis' does not exist in Prisma schema",bugfix
663,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",422,ts,"// FIX: Create PromptDNAAnalysis model with fingerprint, similarity fields",bugfix
664,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",459,ts,"// Simple similarity calculation based on fingerprint comparison",remove_dead_code
665,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",482,ts,"// Simple trait identification based on common patterns",remove_dead_code
666,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",510,ts,"// Add more difference detection logic here",remove_dead_code
667,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",516,ts,"// In production, this would trace the prompt's evolution history",remove_dead_code
668,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",527,ts,"// Analyze for improvement opportunities",remove_dead_code
669,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",636,ts,"// Count similar prompts to estimate generation",remove_dead_code
670,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",666,ts,"// Helper methods for scoring",remove_dead_code
671,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",672,ts,"// Simplified Flesch reading ease",remove_dead_code
672,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",681,ts,"// Deduct for overly complex sentences",remove_dead_code
673,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",688,ts,"// Deduct for ambiguous language",remove_dead_code
674,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",702,ts,"// Check for specific indicators",remove_dead_code
675,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",721,ts,"// Check for essential components",remove_dead_code
676,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",740,ts,"// Simple coherence based on transition words and sentence flow",remove_dead_code
677,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",771,ts,"// Check for engaging elements",remove_dead_code
678,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",783,ts,"// Count nested structures",remove_dead_code
679,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",794,ts,"// Analyze sentence connections and topic consistency",remove_dead_code
680,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",878,ts,"// Build family tree",remove_dead_code
681,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",892,ts,"// Implementation for building prompt family tree",remove_dead_code
682,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",910,ts,"// Apply targeted mutations",remove_dead_code
683,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",934,ts,"// Implementation for clarity enhancement",remove_dead_code
684,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",939,ts,"// Implementation for specificity boost",remove_dead_code
685,"apps/api/src/modules/dna-analysis/dna-analysis.service.ts",944,ts,"// Implementation for structure improvement",remove_dead_code
686,"apps/api/src/modules/email/email.service.ts",110,ts,"// Verify connection",remove_dead_code
687,"apps/api/src/modules/email/email.service.ts",156,ts,"// Default templates",remove_dead_code
688,"apps/api/src/modules/email/email.service.ts",286,ts,"// Compile templates",remove_dead_code
689,"apps/api/src/modules/email/email.service.ts",305,ts,"// Add to queue for processing",remove_dead_code
690,"apps/api/src/modules/email/email.service.ts",316,ts,"// Process immediately if not already processing",remove_dead_code
691,"apps/api/src/modules/email/email.service.ts",341,ts,"// Add default context values",remove_dead_code
692,"apps/api/src/modules/email/email.service.ts",355,ts,"// Determine subject based on template",remove_dead_code
693,"apps/api/src/modules/email/email.service.ts",395,ts,"// Log successful send",remove_dead_code
694,"apps/api/src/modules/email/email.service.ts",398,ts,"// Remove from queue",remove_dead_code
695,"apps/api/src/modules/email/email.service.ts",412,ts,"// Remove from queue",remove_dead_code
696,"apps/api/src/modules/email/email.service.ts",419,ts,"// Retry after delay",remove_dead_code
697,"apps/api/src/modules/email/email.service.ts",506,ts,"// ISSUE: Model 'emailLog' does not exist in Prisma schema",bugfix
698,"apps/api/src/modules/email/email.service.ts",507,ts,"// FIX: Create EmailLog model with to, subject, status, provider fields",bugfix
699,"apps/api/src/modules/email/email.service.ts",528,ts,"// ISSUE: Model 'emailLog' does not exist in Prisma schema",bugfix
700,"apps/api/src/modules/email/email.service.ts",529,ts,"// FIX: Create EmailLog model with to, subject, status, provider fields",bugfix
701,"apps/api/src/modules/email/email.service.ts",550,ts,"// Process queue every 10 seconds",remove_dead_code
702,"apps/api/src/modules/email/email.service.ts",559,ts,"// Simple HTML to text conversion",remove_dead_code
703,"apps/api/src/modules/email/email.service.ts",576,ts,"// Public utility methods",remove_dead_code
704,"apps/api/src/modules/email/email.service.ts",586,ts,"// SendGrid doesn't have a verify method, check if API key is set",remove_dead_code
705,"apps/api/src/modules/enterprise/audit.controller.ts",62,ts,"// Implementation would return specific audit log with integrity verification",remove_dead_code
706,"apps/api/src/modules/enterprise/audit.controller.ts",88,ts,"// Implementation would return paginated compliance reports",remove_dead_code
707,"apps/api/src/modules/enterprise/audit.controller.ts",98,ts,"// Implementation would return specific compliance report",remove_dead_code
708,"apps/api/src/modules/enterprise/audit.controller.ts",212,ts,"// Implementation would return active compliance alerts",remove_dead_code
709,"apps/api/src/modules/enterprise/audit.controller.ts",232,ts,"// Implementation would mark alert as resolved",remove_dead_code
710,"apps/api/src/modules/enterprise/audit.controller.ts",250,ts,"// Implementation would perform full-text search on audit logs",remove_dead_code
711,"apps/api/src/modules/enterprise/audit.controller.ts",267,ts,"// Implementation would return timeline data for visualization",remove_dead_code
712,"apps/api/src/modules/enterprise/audit.controller.ts",278,ts,"// Implementation would return security pattern analysis",remove_dead_code
713,"apps/api/src/modules/enterprise/audit.controller.ts",290,ts,"// Implementation would simulate security events for testing",test
714,"apps/api/src/modules/enterprise/audit.controller.ts",344,ts,"// Implementation would schedule automated compliance assessments",remove_dead_code
715,"apps/api/src/modules/enterprise/audit.service.ts",85,ts,"// Sanitize sensitive data",remove_dead_code
716,"apps/api/src/modules/enterprise/audit.service.ts",89,ts,"// Generate event signature for integrity verification",remove_dead_code
717,"apps/api/src/modules/enterprise/audit.service.ts",92,ts,"// Determine compliance categories",remove_dead_code
718,"apps/api/src/modules/enterprise/audit.service.ts",95,ts,"// Create immutable audit log entry",remove_dead_code
719,"apps/api/src/modules/enterprise/audit.service.ts",117,ts,"// Process for real-time compliance monitoring",remove_dead_code
720,"apps/api/src/modules/enterprise/audit.service.ts",120,ts,"// Check for suspicious patterns",remove_dead_code
721,"apps/api/src/modules/enterprise/audit.service.ts",123,ts,"// Archive if required by compliance",remove_dead_code
722,"apps/api/src/modules/enterprise/audit.service.ts",132,ts,"// Critical: audit logging failure should be handled gracefully",remove_dead_code
723,"apps/api/src/modules/enterprise/audit.service.ts",133,ts,"// but also logged to a separate failsafe system",remove_dead_code
724,"apps/api/src/modules/enterprise/audit.service.ts",190,ts,"// Get relevant audit events for the period",remove_dead_code
725,"apps/api/src/modules/enterprise/audit.service.ts",205,ts,"// Generate compliance-specific analysis",remove_dead_code
726,"apps/api/src/modules/enterprise/audit.service.ts",224,ts,"// Store report in compliance archive",remove_dead_code
727,"apps/api/src/modules/enterprise/audit.service.ts",330,ts,"// Verify signature",remove_dead_code
728,"apps/api/src/modules/enterprise/audit.service.ts",338,ts,"// Check sequence integrity",remove_dead_code
729,"apps/api/src/modules/enterprise/audit.service.ts",378,ts,"// Format data based on requested format",remove_dead_code
730,"apps/api/src/modules/enterprise/audit.service.ts",448,ts,"// Private helper methods",remove_dead_code
731,"apps/api/src/modules/enterprise/audit.service.ts",459,ts,"// Deep sanitization for nested objects",remove_dead_code
732,"apps/api/src/modules/enterprise/audit.service.ts",503,ts,"// GDPR - Personal data processing",remove_dead_code
733,"apps/api/src/modules/enterprise/audit.service.ts",508,ts,"// HIPAA - Healthcare data",remove_dead_code
734,"apps/api/src/modules/enterprise/audit.service.ts",513,ts,"// SOX - Financial controls",remove_dead_code
735,"apps/api/src/modules/enterprise/audit.service.ts",518,ts,"// ISO27001 - Information security",remove_dead_code
736,"apps/api/src/modules/enterprise/audit.service.ts",523,ts,"// PCI - Payment card data",remove_dead_code
737,"apps/api/src/modules/enterprise/audit.service.ts",580,ts,"// Real-time compliance alerts for critical events",remove_dead_code
738,"apps/api/src/modules/enterprise/audit.service.ts",585,ts,"// Update compliance metrics",remove_dead_code
739,"apps/api/src/modules/enterprise/audit.service.ts",590,ts,"// Check for suspicious patterns like multiple failed logins",remove_dead_code
740,"apps/api/src/modules/enterprise/audit.service.ts",621,ts,"// Archive to secure, immutable storage",remove_dead_code
741,"apps/api/src/modules/enterprise/audit.service.ts",634,ts,"// Log to separate failsafe system or file",remove_dead_code
742,"apps/api/src/modules/enterprise/audit.service.ts",666,ts,"// Check for consent tracking",remove_dead_code
743,"apps/api/src/modules/enterprise/audit.service.ts",692,ts,"// Check for access to PHI without authorization",remove_dead_code
744,"apps/api/src/modules/enterprise/audit.service.ts",718,ts,"// Check for financial data changes without approval",remove_dead_code
745,"apps/api/src/modules/enterprise/audit.service.ts",744,ts,"// Check for security incidents",remove_dead_code
746,"apps/api/src/modules/enterprise/audit.service.ts",838,ts,"// Send real-time alerts for critical compliance events",remove_dead_code
747,"apps/api/src/modules/enterprise/audit.service.ts",848,ts,"// Update real-time compliance metrics",remove_dead_code
748,"apps/api/src/modules/enterprise/data-residency.controller.ts",89,ts,"// Implementation would return paginated migration history",remove_dead_code
749,"apps/api/src/modules/enterprise/data-residency.controller.ts",109,ts,"// Implementation would approve pending migration",remove_dead_code
750,"apps/api/src/modules/enterprise/data-residency.controller.ts",121,ts,"// Implementation would cancel pending/in-progress migration",remove_dead_code
751,"apps/api/src/modules/enterprise/data-residency.controller.ts",231,ts,"// Implementation would schedule region maintenance",remove_dead_code
752,"apps/api/src/modules/enterprise/data-residency.controller.ts",313,ts,"// Implementation would initiate DR test",test
753,"apps/api/src/modules/enterprise/data-residency.service.ts",143,ts,"// In production, this would come from configuration or database",remove_dead_code
754,"apps/api/src/modules/enterprise/data-residency.service.ts",230,ts,"// Get tenant's region mapping",remove_dead_code
755,"apps/api/src/modules/enterprise/data-residency.service.ts",237,ts,"// Validate data governance policies",remove_dead_code
756,"apps/api/src/modules/enterprise/data-residency.service.ts",240,ts,"// Get regional client",remove_dead_code
757,"apps/api/src/modules/enterprise/data-residency.service.ts",247,ts,"// Execute operation in appropriate region",remove_dead_code
758,"apps/api/src/modules/enterprise/data-residency.service.ts",272,ts,"// Validate region exists and is active",remove_dead_code
759,"apps/api/src/modules/enterprise/data-residency.service.ts",280,ts,"// Check capacity",remove_dead_code
760,"apps/api/src/modules/enterprise/data-residency.service.ts",285,ts,"// Validate compliance requirements match region capabilities",remove_dead_code
